Attribute 0;Attribute 1;Attribute 10;Attribute 11;Attribute 12;Attribute 13;Attribute 14;Attribute 15;Attribute 16;Attribute 17;Attribute 18;Attribute 19;Attribute 2;Attribute 20;Attribute 21;Attribute 3;Attribute 4;Attribute 5;Attribute 6;Attribute 7;Attribute 8;Attribute 9;Attribute 22
;;;;;f;;;;;;f;;h;y;;;;;;;;d
;;;;;;;;;;;;f;n;;g;;;;;;w;d
;;;b;;;;;;;o;p;;;;;f;;;;;;d
;;;;;;p;;;;;;f;;y;n;;;;;;;d
;x;;;;;g;;;;;;;;;;t;n;;;;;d
;x;;;;;;;;;;;y;;;;;n;;;;p;d
;;;;;;;;;;;;s;u;;;;;;w;n;;d
;x;;;;;;;;;;;;k;;;t;n;;;;;d
;f;;;;;;;;;;;;u;;;;;;w;n;;d
p;;;;;;w;;;;;;;;;;f;;;;;p;d
;;;b;;;;;;;;;f;;;;;;;;n;p;d
;;;b;;;w;;;;;p;;n;;;;;;;;;d
;f;;;;;;p;;;;;f;;;n;;;;;;;d
;f;;;;;;;;;;;;k;;g;;;;;;w;d
;;;;;;;;;;o;;y;;;;;n;;c;;;d
;x;;;;;;;;;;;;n;;;;;;w;n;;d
;;;;;;;;;;;;y;;v;;;n;;;;p;d
;;;;;;;;;;;;s;;;;;;;w;n;p;d
;x;;;;;;g;;;;;;;;;t;n;;;;;d
e;;;;;;p;w;;;;;;;;e;;;;;;;d
;;;;;;;p;;;;;f;;y;n;;;;;;;d
;x;;;;;;;;;;;;;;;t;l;;;n;;d
;;;b;s;;;;;;;;f;;;;;;;;;p;d
;;;;;;;p;;;;p;;;v;n;;;;;;;d
;;t;b;;;;;;;;p;;n;;;;;;;;;d
;;;b;s;;;;;;;;;;;;f;;;c;;;d
;;;;;;;p;;;;;f;;;n;;;;;;p;d
;;;b;;;p;;;;;p;;;v;;;;;;;;d
e;;;;;;;w;;;;;;;v;e;;;;;;;d
;;;;;;;;;;;;s;k;;;;;;w;n;;d
;;t;b;;;;;;;;p;f;;;;;;;;;;d
;;;b;;;w;;;;;p;;k;;;;;;;;;d
e;;;;;;w;;;;;;;;v;e;;;;;;;d
;;;;;;p;;;;;;;k;y;;;;;;;u;d
;x;;;;;;;;;;;s;;;;;;;w;n;;d
;;;;;;;;;;;;y;k;;g;;;;;;w;d
;f;;;;;;;;;;;;n;;g;;;;;;w;d
e;;;b;;;;;;;o;;;;;;;;;c;;;d
;;;b;s;;;;;;;;y;;;;;;;;;p;d
;;;;;;p;;;;;p;;;v;e;;;;;;;d
;;;b;;;w;;;;;p;f;;;;;;;;;;d
;x;;;;;;;;;;;;;;y;t;;;;n;;d
;x;;;;;;;;;;;;;;w;;;;w;n;;d
;f;;;;;;;;;;;f;k;;;;;;;;w;d
;x;;;;;;;;;;;;n;;;t;n;;;;;d
;f;;;;;p;;;;;;;;y;n;;;;;;;d
;;t;;;;;;;;;;;;;n;;;;c;b;;d
;x;;;;;;;;;;;f;;;w;;;;;n;;d
;;;b;s;;;;;;;;;;v;y;;;;;;;d
;;;;;;p;;;;;;f;;;n;;;;;;p;d
;x;;;;;;;;;;;;;;;t;n;;;;p;d
;x;;;;;;;;;;;;;;;;;;w;n;n;d
;;;;;;p;;;;;;;;y;g;;;;;;u;d
;;;?;;;;;;;;;;;v;;;n;;;n;;d
;;;?;;;;;;;;;y;;;;;;;;n;w;d
;;;b;;;;;;;;;s;;;w;;;;;n;;d
;;e;;k;;;;;;;;y;w;;;;;;;;;d
;;;;k;y;;;;;;;y;w;;;;;;;;;d
;x;;;;;;;;;;;;;;;;;;w;n;p;d
;;;;;;;p;;;;;y;;;n;;;;;;p;d
;;e;;s;;;;;;;;;h;;;f;;;;;;d
;;;b;;;;p;;;;p;;;v;;;;;;;;d
;;;b;;;;;;;;p;;;v;;;;;;;n;d
;;;;;;p;;;;;p;;;v;n;;;;;;;d
;;;;;;;p;;;;;y;;y;n;;;;;;;d
;;;;;f;;;;;;;;h;v;;;n;;;;;d
;;;b;;;;;;;;p;f;;v;;;;;;;;d
;;;;;;;;;;;;s;;;;;;;w;n;n;d
;;;b;s;;;;;;;;f;;;g;;;;;;;d
;;e;;k;;;;;;;;;w;;n;;;;;;;d
p;;e;;;;;;;;;;;;;n;f;;;;;;d
e;;;;;;p;w;;;;;;;;n;;;;;;;d
;;;;;;;;;;o;;;;;;;n;;c;;w;d
;x;;;;f;;;;;;;;h;;;;n;;;;;d
;;;;;;;;;;;;f;k;;g;;;;;;w;d
;f;;;;;;;;;;;f;;y;;;;;;;w;d
;f;e;;k;;;;;;;;;w;;;;;;;;;d
;;;;;;;;;;;;;k;y;n;;;;;;u;d
;;;;;;p;;;;;;;k;;g;;;;;;w;d
;x;;?;;;;;;;;;;;;;;n;;;n;;d
;f;;;k;y;;;;;;;;w;;;;;;;;;d
p;;e;;;;w;;;;;;f;;;;;;;;;;d
p;;e;;;;;;;;;;f;;;;;;;;n;;d
;f;;;;;;p;;;;;;;;n;;;;;;p;d
;;;b;;;;;;;;;s;;;;;;;;n;p;d
;;;b;s;s;;;;;;p;;k;;;;;;;;;d
e;;;;;;;w;;;;;y;;;;;n;;;;p;d
;;e;;;;;;;;;;y;h;v;;;n;;;;;d
p;x;e;;;;;;;;;;;;;g;;;;;n;;d
;;e;b;s;;;;;;;;;;;g;f;;;;;;d
;;e;b;s;;;;;;o;;;;;g;;;;;;;d
p;;;b;;;w;;;;;;;;;g;f;;;;;;d
e;f;t;;;;;;;;;p;f;;;;;;;;;;d
;;;;;;;;;w;o;;;;;;;n;;c;b;;d
e;;t;;;;;;;;;;f;;v;;;;;;;p;d
e;;;b;;;;;;;;p;;;;;;;;;n;w;d
e;;;;;;;;;;;p;;;v;;;;;;n;w;d
p;;e;;;;w;;;;;;;;;;f;;;;n;;d
p;;e;;;;w;;;;o;;;;;;f;;;;;;d
e;;t;;;;;;;;;p;f;n;;;;;;;;;d
;;e;;;;w;;;;;;y;;;;f;;;c;;;d
;;;;;;w;;;;;;y;;;;f;n;;c;;;d
e;;t;;;;;;;;;p;f;;;;;;;;;n;d
;;e;;k;;;;;;;;;w;;;f;;;c;;;d
p;;e;;;;;;;w;;;;w;;;f;;;;;;d
e;;;;;;w;;;;;;y;;v;;;;;;;p;d
;x;e;;;;;;;;;;y;h;;;;n;;;;;d
e;;;;s;;;;;;;;;;;;;n;;;b;u;d
;;;b;;;;;;;;p;y;;v;;;;;;;p;d
;;;;s;;;;;;;;y;;v;;;;;;b;p;d
e;f;;b;;;;;;;;;f;;;g;;;;;;;d
p;;e;;s;;;;;;;;;;;;f;;;;;p;d
p;;e;b;s;;;;;;;;;;;;f;;;;;;d
p;;e;;s;;w;;;;;;;;;;f;;;;;;d
;;e;b;s;;;;;;;p;;;;;f;;;;;;d
;;e;b;;;w;;;;;p;;;;;f;;;;;;d
;;;b;;;w;w;;;;;;;;;f;;;;n;;d
;;;;;;;;;;;;f;;v;;;n;;c;;w;d
;;;;;;w;;;;o;;;;;;;n;;c;b;;d
e;;;;;;;w;;;;;y;;v;;;;;;;p;d
p;;;b;;;w;;;;o;;;;;;f;;;;;;d
p;x;;b;;;w;;;;;;;;;;f;;;;;;d
;;;;;;w;;;;o;;f;;;;;;;c;b;;d
e;;;b;;;p;w;;;;p;;;;;;;;;;;d
e;;;;;s;;;;;;p;;;;;t;;;;;p;d
p;;e;;;;;;;;;p;f;;v;;;;;;;;d
;;;b;;;;;;;;p;;;v;;;n;;;;p;d
;;t;;s;s;;p;;;;;;;;;;;;;b;;d
;;;;;;w;;;;;p;s;n;;;f;;;;;;d
;;;b;s;;;;;;o;;y;;;;;;;c;;;d
;;t;;s;s;;;;;;;y;;;;;;;;b;;d
p;x;e;;;y;;;;;;;;w;;;;;;;;;d
;x;e;;k;y;;;;;;;;w;;;;;;;;;d
;;;;s;;;;;;o;;f;;;;;;;c;b;;d
;x;e;b;;;;;;;;;f;k;;;;;;;;;d
;;;b;s;s;;;;;;p;f;;;;;;;;;;d
e;;;;s;;;;;;;;y;;;;;n;;;;p;d
e;;;b;;;;w;;;;p;;;;;;;;;;p;d
e;;;;s;;;;;;;;y;;v;;;;;;;p;d
;f;;;;;w;;;;;;f;;;;;;;c;b;;d
;x;e;b;;;;;;;;;;n;;g;;;;;;;d
;;;;s;;;;;;;;;;y;g;;;;;b;p;d
e;;;;;;w;;;;;;y;;;;;n;;;;p;d
e;;;b;;;w;;;;;p;;;;;;;;;;p;d
;;;;;;;;;w;o;;;;;y;;;f;;n;;d
p;;e;;;y;;;;;;;;w;;n;;;;;;;d
;;;b;;;w;;;;;p;s;;;;f;;;;;;d
;;;;;s;;;;;o;;;;;;;n;;;b;w;d
;;e;;;;;;;;o;;;w;;;;n;;c;;;d
;;;;;;w;;;;;e;;;;;f;n;;c;;;d
p;;;;;;w;;;;o;;;;;;;n;;c;;;d
e;;;b;;;w;p;;;;p;;;;;;;;;;;d
;;e;;s;;;;;;;;y;;;;f;;;c;;;d
;;;;s;;;;;;;;y;;;;f;n;;c;;;d
e;;;;s;;;;;;;;y;;;;f;;;c;;;d
e;;;;;;;;;;o;;y;;;;f;;;c;;;d
p;;e;;s;;;;;;;;;;;;f;;;;;g;d
p;x;e;;;;;;;;;;;;;;;;;;n;g;d
p;;e;;s;;;;;;o;;;;;;;;;;;g;d
;;;;;;;;;;o;;;;;e;;;f;c;b;;d
;;;;s;;;;;;o;;;;;e;;;;c;b;;d
;;t;;s;s;;;;;;;;;;e;;;;;b;;d
;;;;;;w;;;;;p;s;;;;f;;;;;n;d
;;t;;;;;;;;;p;;n;v;;t;;;;;;d
p;;e;;;;;;;w;;;;;;;f;;;;;w;d
;;;?;;;w;;;;o;;;;;;f;n;;;;;d
;;;?;;;;;;w;o;;;;;;f;n;;;;;d
;;t;;s;s;p;;;;;;;;;;;;;;b;;d
;x;;;;;;;;;;;;u;;;t;;;w;n;;d
p;;e;;;;w;;;;;;;;;;f;;;c;;;d
;x;;;;;;;;;;;;;y;e;t;n;;;;;d
;;t;;;;;;;;;p;;;v;;t;;;;;n;d
e;;t;;;;;;;;;p;f;;v;;;;;;;;d
e;;t;;;;;w;;;;;f;;v;;;;;;;;d
p;;;b;;;w;;;;;;;;;;f;;;c;;;d
;;;;s;;;;;;;;f;;v;;;;;c;b;;d
;;e;c;;;;;;w;;;y;;;;f;;;;;;d
e;;t;;;;;;;;;p;;;v;;;;;;;p;d
e;;t;;;s;;;;;;;;;v;;;;;;;p;d
;;;;;;;;;;;;f;;;n;;n;;c;;w;d
;x;e;b;;;;;;;;;;k;;g;;;;;;;d
;f;;;;;;;;;;;f;;;;;n;;c;;w;d
p;x;e;;;;w;;;;;;;;;;f;;;;;;d
;;e;;;;w;;;;;;;;v;;f;;;c;;w;d
;;;;;s;;w;;;o;;;;;n;;;;c;b;;d
;f;;?;;;;;;w;o;;;;;;;n;;c;;;d
;f;;?;;;w;;;;o;;;;;;;n;;c;;;d
;;e;;;;;;;;o;;;;;;f;;f;c;;w;d
;;e;;;;w;;;;o;;;;;;f;;;c;;w;d
;;;;;;w;w;;;;p;s;k;;;f;;;;;;d
;;;;;;w;w;;;;p;;n;;;f;;;w;;;d
e;;;;;;w;;;;;p;;;v;;t;;;;;p;d
e;;t;;;;w;;;;;p;;n;v;;;;;;;;d
e;;;;;;w;;;;;p;;n;v;;t;;;;;;d
e;f;t;;;s;;;;;;p;;;;;;;;;;p;d
e;;;;;;;;;;o;;f;;;;;n;;;b;w;d
;;;b;s;s;;;;;;p;;n;;;;;;c;;;d
;f;;?;s;;w;;;;;;;;;;f;n;;;;;d
;;;;;s;;;;w;o;;;;;n;;;;c;b;;d
e;;;;;;;w;;;;p;;;;e;t;n;;;;;d
e;;;;;;w;;;;;p;;;;e;t;n;;;;;d
e;;e;;s;;;;;;;;y;;y;;f;;;;;;d
e;;e;;;;w;;;;;;y;;y;;f;;;;;;d
;;t;;;;w;w;;;;p;;;;;;;;w;;n;d
;;;;s;;;;;w;;p;s;;;;f;;;c;;;d
e;;;;;s;w;w;;;;;;;;;;;;;n;w;d
e;;;;s;;;;;;o;;;;v;;;;;c;;w;d
;;;;s;;;;;;o;;y;;v;;;;;c;b;;d
;;;;s;f;w;;;;;;;;v;;f;;;c;;;d
;;;;s;f;w;w;;;;;;;v;;f;;;;;;d
;;;?;s;;w;;;;;;;;v;;f;n;;;;;d
;;e;;;y;;;;w;o;;;;;;f;;f;;;;d
;;e;;;y;;;;;o;;;;;;f;;f;c;;;d
p;;;;;;;;;w;o;;;;;;f;n;f;;;;d
;;;?;;;w;;;;;;;w;;;f;n;;c;;;d
p;;e;;;;w;;;;;;;;;;;n;;c;n;;d
p;;e;;;;w;;;;;;;w;;;;n;;c;;;d
p;;;;;;w;;;;;;;w;;;f;n;;;n;;d
e;;t;;;s;;;;;;p;;k;;;t;;;;;;d
;;;;;;w;w;;;;p;;k;;w;f;;;;;;d
p;;e;b;;;;;;;;p;;;v;g;;;;;;;d
;;;b;s;s;;;;;;p;;n;;;;;;;;p;d
p;;e;;;;;;;;;;;w;;;f;;f;c;;;d
;;;?;s;;w;;;;;;y;;;;f;n;;;;;d
;;;;s;f;w;w;;;;;;;;;f;;;c;;;d
e;;;;;;;w;;;;p;f;;v;;;;;;;w;d
e;;;;;s;;;;;;p;;k;;n;t;;;;;;d
e;;;;;;w;;;;;p;;k;v;;t;;;;;;d
e;f;;;;;;;;;;;f;;v;g;;;;;b;;d
e;;;;;s;;;;;;p;;;;n;t;;;;;n;d
e;f;;;;s;;;;;;p;;n;;;t;;;;;;d
e;;;;;;;w;;;;p;;k;v;;t;;;;;;d
p;;e;;;;;;;w;;;;w;c;;;;;c;;;d
p;;e;;k;;;;;;;;;w;;;f;;;;b;;d
e;;;;;;w;;;;o;;;;;;;n;;;b;w;d
e;;t;;;s;;w;;;;p;;;;;;;;;;n;d
;;;b;;;w;w;;;;;f;;;;f;;;w;;;d
e;;t;;;s;;;;;;p;;;;;t;;;;;n;d
;;;b;s;s;;;;;;p;;;;g;;;;;;n;d
p;;e;;s;;;;;;;;f;;;g;f;;;;;;d
e;f;;b;;;;;;;;p;;;;;;;;w;n;;d
;f;t;;;;w;w;;;;p;;;;;;;;w;;;d
e;;t;;;s;;w;;;;p;;n;;;;;;;;;d
;;;b;;;;;;;;p;;;v;e;t;n;;;;;d
e;;;;;;w;;;;;p;f;;v;;;;;;;w;d
p;x;e;;;;;;;;;;;w;;;f;;;c;;;d
e;;;;;s;;;;;;p;;k;y;;t;;;;;;d
;;;b;;;g;;;;;p;;;v;;t;n;;;;;d
e;;;;s;;;w;;;o;;;;v;;;;;;;w;d
e;;;;;s;;;;;;p;;n;y;;t;;;;;;d
;;;;;;w;w;;;;p;;n;;w;f;;;;;;d
e;;t;;;;w;;;;;p;;;v;;;;;;;n;d
e;;;;;;w;;;;;p;;;v;;t;;;;;n;d
e;;t;;;;;w;;;;p;;;v;;;;;;;n;d
e;;;;;;;w;;;;p;;;v;;t;;;;;n;d
;;;;s;;;;p;w;o;;;;;;;;f;;;u;d
e;;t;;;;;w;;;;p;;n;v;;;;;;;;d
e;;;;;;;w;;;;p;;n;v;;t;;;;;;d
e;;t;;s;s;;;;;;;f;;v;;;;;;;;d
e;;t;;s;s;;;;;;;;;v;;;;;c;;;d
;;e;;;;w;w;;;;;;;;w;f;;;;n;;d
e;f;;;;s;;;;;;p;;;;;t;;;;;n;d
e;f;;;;;;;;;;;f;;;g;;;;c;b;;d
p;;e;b;s;;;;;;o;;;;v;;;;;;;;d
p;x;e;b;;;;;;;;p;;;v;;;;;;;;d
e;;t;;;s;w;;;;;p;;n;;;;;;;;;d
;;;;s;;;w;;;o;;;;;;;n;;c;b;;d
;;;;;s;w;;;;o;;;;;n;;;;c;b;;d
e;;;;s;;w;w;;;;;;;;;;;;;n;w;d
e;;;;;s;;;;;;p;;n;;n;t;;;;;;d
p;x;e;;;;;;;;;p;;;v;;;;;;;g;d
;;;;;;w;w;;;;p;;;;;f;;;w;;n;d
;;t;;;;w;w;;;;p;;n;;;;;;w;;;d
p;;e;b;;;;;;;;p;;;v;;;;;;;p;d
;;;b;s;s;;;;;;p;;;;;;;;c;;n;d
p;;;;;;w;w;;;;p;;;;;f;;;;n;;d
e;;t;;;s;;;;;;p;;n;;;t;;;;;;d
p;;e;;;;;;;;;;;;;;f;;f;c;;w;d
p;;e;b;s;;;;;;o;;;;;;;;;c;;;d
e;;t;;;s;;;;;;p;;n;;;;;;;;p;d
;;;;s;;;;;;o;;;;y;g;;;;c;b;;d
e;;t;;s;s;;;;;;p;;;;;;;;c;;;d
e;;t;;s;s;;;;;;;;;;;;;;c;b;;d
e;f;;;;s;;;;;;p;;k;;;t;;;;;;d
;;;b;;;;g;;;;p;;;v;;t;n;;;;;d
;;;b;s;s;;;;;;p;;n;;g;;;;;;;d
;;;;;s;w;w;;;;;;;v;w;f;;;;;;d
e;;;;;s;;;;;;p;;;y;;t;;;;;n;d
e;;;b;s;s;;;;;o;p;;;;;;;;;;;d
e;;t;;;s;w;;;;;p;;;;;;;;;;n;d
;;;b;;;;;;;;p;;;v;n;t;;;;;p;d
e;;;;;s;w;w;;;;;;;v;w;;;;;;;d
e;;;;;;;w;;;;p;;;v;;t;;;;;p;d
e;;;;s;;;;;;o;;y;;v;;;;;c;;;d
;;;b;s;s;;;;;o;p;;;;;;n;;c;;;d
;;e;;;;w;;;;;;;w;v;;f;n;;c;;;d
e;f;t;b;s;s;;;;;;;f;;;;;;;;;;d
;;;;s;;w;w;;;o;;;;;w;f;;;c;;;d
e;;t;;s;s;w;;;;o;p;;;;;;;;;;;d
e;;;;s;s;;;;;;;;k;;;;n;;c;b;;d
e;;;;s;s;;;;;;p;;k;;;;n;;;b;;d
;f;;;s;s;;;;;o;;y;;;;;;;c;b;;d
e;f;;;s;s;;;;;o;;y;;;;;;;c;;;d
;f;t;b;;;w;w;;;;p;;;;;;;;;n;;d
e;;;;s;s;;;;;;p;;k;;;;;;;b;p;d
;;;;s;s;;;;;;p;;k;;;t;;;;b;p;d
;;;;s;s;w;w;;;;p;;;;;;;;w;;n;d
;;t;b;;;w;w;;;;p;;;;w;;;;w;;;d
e;;;;s;s;;;;;;;f;;v;g;;;;;b;;d
e;f;;;s;s;;;;;o;p;;;;;t;;;;;;d
e;;t;;s;s;;;;;o;p;f;;;;;;;;;;d
e;;;;s;s;;;;w;o;;s;;v;;;;;;;;d
e;;;;s;s;w;;;;o;;s;;v;;;;;;;;d
;;t;;;;w;w;;;;p;s;;v;;;;;;n;;d
;;;;s;;w;w;;;;;;;v;w;f;;;c;;;d
p;;e;;;;;;;w;o;;;;;;f;;f;;n;;d
e;;;;s;s;;;;;o;;;;;;;;;c;b;p;d
e;;;;s;s;;;;;o;p;;;;;;;;;b;p;d
e;;;;s;;;;;;o;;;;;;;n;;c;b;p;d
;;;b;s;s;w;w;;;;;f;;;;;;;;n;;d
;;;b;;;w;w;;;;p;;;;w;f;;;w;;;d
e;x;;;s;;w;w;;;;;;;v;w;;;;;;;d
;;;;s;s;;;;;;p;;;;n;t;;;;b;n;d
e;;t;;s;s;;w;;;o;p;;;;;;;;;;;d
;;;b;s;s;w;w;;;;;;;v;;;;;;n;;d
;;;;;s;w;w;;;;p;;k;s;;f;;;;;;d
e;;;;s;s;;;;;o;p;f;;;;;;;;;w;d
e;;t;b;s;s;;;;;;;f;;;;;;;;;w;d
e;;;b;;;g;w;;;;p;;;;;t;n;;;;;d
e;;;;s;s;;;;;;;;;;n;;;;c;b;p;d
e;;;;s;s;;;;;;p;;;;n;;;;;b;p;d
;;;;s;s;;;;;;p;;;;n;t;;;;b;p;d
e;;t;;;s;w;w;;;;;;;v;;;;;;n;;d
e;;t;;;;w;w;;;;p;;;v;;;;;;n;;d
;;t;b;;;w;w;;;;p;;;;;t;;;;n;;d
e;f;;;s;s;;w;;;o;;;;;;;;;;;w;d
e;;;;s;s;;;;;;;;;v;;;n;;;b;p;d
;x;;;s;;w;w;;;;;;;v;w;f;;;;;;d
;x;e;;;;w;w;;;;;;;v;w;f;;;;;;d
e;;t;;s;s;;w;;;o;;;;v;;;;;;;;d
e;;;;s;s;;;;;o;p;;;v;;t;;;;;;d
e;;t;;;;w;w;;;;p;;n;;w;;;;;;;d
;;e;b;s;s;w;;;;o;;;;;;;;;c;;;d
;;;;;s;w;w;;;;p;;n;s;;f;;;;;;d
e;;;;s;s;;;;;o;;;;;g;;;;c;b;;d
e;f;;;s;s;;;;;o;p;;;;;;;;;;w;d
e;f;;;s;s;;;;;;;;;;;;;;c;b;p;d
e;f;;;s;;;;;;;;;;;;;n;;c;b;p;d
e;;;;s;s;;;;;o;;;;;n;;;;c;;w;d
;;;;s;s;;;;;o;;;;;n;;;;c;b;w;d
e;;;;s;s;;;;;;;;;v;g;;;;;b;p;d
e;;;b;;;w;g;;;;p;;;;;t;n;;;;;d
;;;;s;s;w;w;;;;p;;n;;;;;;w;;;d
;;e;;;;w;;;;;;;;;;f;n;;c;n;w;d
;;;;;s;w;w;;;;p;;;s;;f;;;;;n;d
e;;t;;s;s;w;;;;o;;;;v;;;;;;;;d
;;;;s;s;;;;;;p;;k;;n;t;;;;b;;d
e;;;;s;s;;;;;;p;;k;;n;;;;;b;;d
e;;;;s;s;;;;;;;;k;;n;;;;c;b;;d
;f;;;s;s;;;;;;p;;k;;;t;;;;b;;d
;;;;s;s;;;;;o;;y;;;n;;;;c;b;;d
e;;;;s;s;;;;;o;;y;;;n;;;;c;;;d
e;;;;s;s;;;;;o;p;;;v;;;;;;;w;d
;;;;s;;w;w;;;o;;;;v;w;f;;;;;;d
e;f;;;s;s;;;;;;p;;k;;;;;;;b;;d
e;f;;;s;s;;;;;;;;k;;;;;;c;b;;d
;;;b;;;w;w;;;;p;;;;;f;;;w;;p;d
;;;b;s;s;w;w;;;;;f;;;;;;;w;;;d
;;;;s;s;w;;;;o;p;s;;;;f;;;;;;d
;;;;s;s;;;;w;o;p;s;;;;f;;;;;;d
p;;e;;;;w;w;;;;p;;;s;;f;;;;;;d
;;t;b;;;w;w;;;;p;;;;;;;;w;;p;d
e;;;;s;s;;;;;;p;;n;y;;;;;;b;;d
e;;;;s;;w;w;;;o;;;;v;w;;;;;;;d
;;e;;s;;w;w;;;o;;;;;w;f;;;;;;d
e;f;;;s;s;;;;;o;;;;;;;;;c;;w;d
;;;;s;s;;;;;;p;;k;v;;t;;;;b;;d
e;;;;s;s;;;;;;p;;k;v;;;;;;b;;d
e;;;;s;s;;;;;;p;;;y;;;;;;b;n;d
e;;;;s;s;;;;;o;p;f;;;;;;;;b;;d
;;;;s;s;;;;;;p;y;;;;t;;;;b;p;d
;;;b;;s;w;w;;;;p;;;;;;;;;n;p;d
e;;;;s;s;;;;;;p;;k;y;;;;;;b;;d
;;;;s;s;;;;;;p;;n;;n;t;;;;b;;d
e;;t;;s;s;;;;;o;p;;;;;;;;;;p;d
e;;t;b;s;s;;;;;;p;;;;;;;;;;p;d
;x;;b;s;s;w;w;;;;;;;;;;;;;n;;d
;;;;s;s;w;w;;;o;p;;;;w;f;;;;;;d
e;;;;s;s;;w;;;;p;;;;n;;;;;b;n;d
e;;;;s;s;;w;;;;;;;;n;;;;c;b;n;d
;;;;s;s;;;;;;p;y;n;v;;t;;;;b;;d
;;;;s;s;w;w;;;o;p;f;;;;;;;w;;;d
e;;;;s;s;;w;;;;;;;;;;n;;c;b;n;d
e;;;;s;s;;w;;;;p;;;;;;n;;;b;n;d
e;f;;b;s;s;w;w;;;;;;;;;;;;;n;;d
;;;b;s;s;;;;w;o;p;;n;;;;;f;;;;d
e;;;;s;s;;;;;;p;;;y;;;n;;;b;p;d
e;;t;;;s;w;w;;;;p;;;;;t;a;;;;;d
p;;;;s;s;w;w;;;o;p;;;;;f;;;;;;d
p;x;;;s;s;w;w;;;;p;;;;;f;;;;;;d
e;f;;;s;s;;w;;;o;;;;;;;;;c;b;;d
e;f;;;s;s;;;;;;p;;;;;;n;;;b;p;d
e;;t;;;s;w;w;;;;p;;;;;t;l;;;;;d
e;;t;;s;s;;;;w;o;p;;;;;;;f;;;;d
;f;;;s;s;;;;;;p;y;n;;;t;;;;b;;d
e;f;;;s;s;w;;;;o;;;;;;;;;c;b;;d
;;;;s;s;w;w;;;o;p;s;;;;;;;w;;;d
;f;;;s;s;;;;;;p;y;;;;t;;;;b;n;d
e;;;;s;s;w;;;;;;;;;;;n;;c;b;n;d
e;;;;s;s;w;;;;;p;;;;;;n;;;b;n;d
;x;t;;;;w;w;;;;p;;;v;;t;;;;n;;d
;;;;s;s;w;w;;;o;p;;;;;;;;w;;p;d
;x;;;s;s;w;w;;;o;p;;;;;;;;w;;;d
e;;t;;s;s;;;;w;o;;;;v;;;;f;;;;d
;;;;s;s;w;w;;;;p;f;n;;w;;;;;;;d
e;;;;s;s;;;;;;p;f;;v;;;n;;;b;;d
p;;;;s;s;w;w;;;;p;;;;;f;;;c;;;d
e;f;;;s;s;;;;;;p;;;;g;;;;;b;p;d
e;;;;s;s;w;;;;o;;;;v;;;;;c;b;;d
e;;;;s;s;w;w;;;o;;;;;;;;;w;;w;d
e;;;;s;s;;;;;;;f;n;;;;n;;c;b;;d
e;;;;s;s;;;;;;p;f;n;;;;n;;;b;;d
;;;;s;s;w;w;;;o;p;f;;;w;;;;;;;d
;;;;s;s;;;;;o;p;;;;n;t;;;c;b;;d
;;;b;s;s;;;;w;o;p;;;;;;;f;;;n;d
e;f;;;;s;w;w;;;;p;;;;y;t;;;;;;d
e;;;;s;s;;;;;;p;;;;g;;n;;;b;n;d
e;;;;s;s;;;;;;;;;;g;;n;;c;b;n;d
e;f;;;;s;w;w;;;;p;;;;;t;a;;;;;d
e;f;;;s;s;;;;w;o;;;;;;;;;c;b;;d
e;;;;s;s;;;;;;p;f;;;;;n;;;b;n;d
e;;;;s;s;;;;;;;f;;;;;n;;c;b;n;d
;;;;s;s;w;w;;;o;p;;;;;f;;;w;;;d
;;e;;s;s;w;w;;;o;;;;;;f;;;w;;;d
;;;;s;s;;;;;;p;y;;v;;t;;;;b;n;d
p;;;?;k;;w;;;;;e;;w;v;;;n;;;;;d
;;t;;;;w;w;;;;p;;;v;;t;;;;n;p;d
e;;;;s;s;;;;w;o;;;;v;;;;;c;b;;d
p;;;;s;s;w;w;;;;p;;;s;;f;;;;;;d
;;;;s;s;w;w;;;o;p;;;s;;f;;;;;;d
e;;;;s;s;w;;;;;p;;n;;;;n;;;b;;d
e;;;;s;s;w;;;;;;;n;;;;n;;c;b;;d
;x;;b;;s;w;w;;;;p;;;;w;;;;;n;;d
e;;;;s;s;;;;;;;f;;;n;;n;;c;b;;d
e;;;;s;s;;;;;;p;f;;;n;;n;;;b;;d
e;;t;;;;w;w;;;;p;s;;;;t;l;;;;;d
e;;;;s;s;;w;;;;;;n;;n;;;;c;b;;d
e;;;;s;s;;w;;;;p;;n;;n;;;;;b;;d
e;;t;;;;w;w;;;;p;;;;w;t;l;;;;;d
e;;;;s;s;;w;;;;;f;;v;;;n;;;b;;d
e;f;;;s;s;;;;;;;f;;;;;n;;c;b;;d
e;f;;;s;s;;;;;;p;f;;;;;n;;;b;;d
;;;;s;s;w;;;;;p;s;;v;;f;;;c;;;d
;;e;;s;;w;w;;;;;y;;;;;n;;c;n;;d
e;;e;;s;f;w;;;;;;;;;;f;n;;c;;;d
e;;;;s;s;;w;;;;;;n;;;;n;;c;b;;d
e;;;;s;s;;w;;;;p;;n;;;;n;;;b;;d
e;x;t;;;;w;w;;;;p;;;;w;t;;;;;;d
e;;;;s;s;w;;;;;;;n;;n;;;;c;b;;d
e;;;;s;s;w;;;;;p;;n;;n;;;;;b;;d
;;;b;s;s;w;w;;;;p;s;;;;;;;;n;;d
e;;;;s;s;;;;;;;;n;;g;;n;;c;b;;d
