bruises?;cap-color;cap-shape;cap-surface;gill-attachment;gill-color;gill-size;gill-spacing;habitat;odor;population;ring-number;ring-type;spore-print-color;stalk-color-above-ring;stalk-color-below-ring;stalk-root;stalk-shape;stalk-surface-above-ring;stalk-surface-below-ring;veil-color;veil-type;class
;w;;s;f;;;;;;;;;;;;b;e;s;s;;;p
f;;;;f;;n;;;n;;;;;;y;;e;;y;;;p
;e;;;;;b;c;d;;c;;;;;;;;;;w;p;p
;;;;f;;;c;;;;o;;;;;b;e;;;w;p;p
;;;;f;;;c;p;;;o;;;;p;;;;;w;p;p
;;;;f;p;;;;;;o;;;;;b;e;;;w;p;p
;y;;;f;;;;d;;;o;;;;;;e;;;w;p;p
;;;;f;;;c;p;;v;o;;;;;;;;;w;p;p
f;;;;;y;b;;d;;c;;;;;;;e;;;;p;p
;w;f;;f;;b;c;;;;;;;;;;t;f;;;;p
;;;;f;;;c;;;;o;;h;;;b;;;;w;p;p
f;c;;;;;;;d;;;;;w;;;;e;;;w;p;p
f;;;s;f;;;;d;;;o;;;;;;;;;w;p;p
f;;;;f;;;c;p;;;o;;;;;;;;;w;p;p
t;w;f;;f;;;;;;;;;;;;;e;s;s;;;p
;;;s;f;;;;;;v;;e;w;;;;;;;w;p;p
;;;s;f;;;;;;v;o;e;;;;;;;;w;p;p
f;;;s;f;;;;;;;;e;;;;?;;;;w;p;p
;;;;f;;;;;;;o;p;;;;b;e;;;w;p;p
t;b;;;f;;b;c;;;;;;;;;b;;;s;;;p
t;;b;;f;r;b;c;;n;;;;;;;;;;;;;p
;;b;;f;;;;;n;;o;;w;;;;e;;;;p;p
f;;;s;f;;n;;;;;o;;;;;;;;;w;p;p
;;;s;f;;;c;;;;o;;;;;;t;;;w;p;p
f;;;;f;;;c;;;;o;;;p;;;;;;w;p;p
;n;;;;;;c;;;v;;;w;;;?;;;;w;p;p
;n;;;;;;c;;;v;o;;w;;;?;;;;;p;p
;;;s;f;;;c;d;;;o;;;;;;;;;w;p;p
;;;;f;p;;;;;;;;;w;w;b;;s;f;;;p
f;;;;f;;;c;;;;o;;;;p;;;;;w;p;p
f;;;;;;;;;;v;;;w;;;?;;k;;w;p;p
;;;;f;;;c;;;;o;;h;;p;;;;;w;p;p
t;w;x;;f;;;c;;;;;;;;;e;e;;;;;p
t;;b;;f;g;b;c;;n;;;;;;;;;;;;;p
;e;;;f;;;c;;;;o;;;;;?;;;;w;p;p
;e;;;f;;;c;;;;o;;w;;;;;;;w;p;p
;;;s;f;;n;c;;;;o;;;;;;;;;w;p;p
;w;f;;f;;b;c;;;;;;;;;;t;;f;;;p
f;;;y;f;p;;c;;;;;;;;;;e;;k;;;p
;;f;s;;;b;;;;;o;p;;;;;;;;w;p;p
;;;;f;;;;;;v;;e;w;;w;;;;;w;p;p
;;;;f;;;;;;v;o;e;;;w;;;;;w;p;p
t;;f;;f;n;;;;;;;;;;;;e;s;s;;;p
f;;k;;f;;;;;;;;e;;;;?;;;;w;p;p
f;;k;;;;;;;;v;;;w;;;?;;;;w;p;p
;g;;;f;;;;;;;o;;;;;b;e;;;w;p;p
;;;;f;;n;;;;;o;;w;;;;t;;;w;p;p
;;;;f;;;;;;v;o;e;;;;;t;;;w;p;p
;n;;;f;w;n;c;;;;;;;w;;;e;;;;;p
;;;;f;;;c;p;;;o;;;p;;;;;;w;p;p
f;n;;y;f;;n;c;;;;;;;;;;t;;;;;p
;;;;f;;;c;g;;;o;;h;;;;;;;w;p;p
;;f;s;f;;;;;;v;;e;;;;;;;;w;p;p
f;;k;;f;;;;;;;;e;;;;;;k;;w;p;p
f;;k;;;;;;;;v;;;w;;;;;k;;w;p;p
;;;;f;;b;;;;;o;;;;;b;e;;;w;p;p
;;;;;w;;;;;v;o;p;;;;;e;;;w;p;p
f;;b;;;;;;;n;;o;;w;;;;e;;;;p;p
;;;;f;;;;d;;v;;;;;;b;e;;;w;p;p
f;;;;;;;;;;v;;;w;;;;;k;s;w;p;p
;;;;f;;;;d;;;o;;;;;b;e;;;w;p;p
t;b;;;f;;b;c;;;;;;;;;b;;s;;;;p
;;;;f;;;c;;;;o;p;h;;;;;;;w;p;p
;y;;;f;;;;;;v;o;;;;;;e;;;w;p;p
;;;s;f;;;c;d;;v;;;;;;;;;;w;p;p
;;;y;f;;;c;;;;o;;;;p;;e;;;w;p;p
t;n;;;f;n;;c;;;;;;;;;;e;s;s;;;p
f;;;s;;n;;;;;;;;;;;;e;s;s;w;p;p
;g;;;f;;b;;g;;;o;p;;;;;;;;w;p;p
;n;;;f;;;c;;;v;;e;w;;;;;;;w;p;p
f;n;;;f;;;c;;;;o;;w;;;;;;;w;p;p
;;;;f;;;;;;;o;p;;w;;b;;f;;w;p;p
;;;;f;;;;;;;o;p;;w;w;;;f;;w;p;p
f;;;;f;;;;;;v;;;w;;w;;;k;;w;p;p
;;;;f;;b;c;;;;;;h;;;b;e;;;w;p;p
f;;;;f;;;;;;v;;;w;w;;;;;k;w;p;p
f;;;;f;;b;c;;;;;;;n;;b;e;;k;;;p
t;;;;f;n;;c;;;;;;;;;e;e;s;s;;;p
f;;;;f;;;;;;v;;;w;;;?;;;k;w;p;p
f;;;;f;;;;;;v;;;w;;w;;;;k;w;p;p
;;;y;f;;;c;;;;o;;;p;;;e;;;w;p;p
;;;;f;;;;;;;o;p;;w;;b;;;f;w;p;p
;;;;f;;;;;;;o;p;;w;w;;;;f;w;p;p
;;b;;f;;;c;;n;v;;;;;;;e;;;w;p;p
f;;;;f;;b;;d;;;;;;;;;e;;k;w;p;p
f;;;;a;;b;c;d;;c;;;;;;;e;;;;p;p
;;;;f;;;w;;;;o;p;;w;;;e;;;w;p;p
;;;;f;;;w;;;;o;;;w;w;;e;;;w;p;p
;;f;;;w;;;;;;o;p;;;;;e;;s;w;p;p
;;;;f;;n;c;d;;;o;;;;;;;;s;w;p;p
f;;;;f;;;;;;v;;;w;;;;;s;k;w;p;p
f;;;s;;;;;;;;o;;;;;;e;s;s;w;p;p
f;;;s;f;;;;;;;o;e;w;;;;;;;w;p;p
f;;k;;f;;;c;;;v;;;w;;;;;;;w;p;p
;n;;;;;;c;;n;v;;;;;;?;e;;;w;p;p
f;;;f;f;w;n;;;n;;;;;;;;e;k;;;;p
;;;;f;;;;d;;s;o;;;w;w;;;;;w;p;p
f;;f;s;f;;;;;;;;e;w;;;;;;;w;p;p
f;;;;f;;;c;;;;o;;;;n;;e;;;w;p;p
;n;;;;w;;c;;;v;o;;;;;;e;;;w;p;p
f;;;;f;;;;;;v;;;w;w;;;;k;;w;p;p
;;b;y;f;;;;;n;;;;;w;;;e;;;w;p;p
;n;;y;f;;n;c;;;;o;;;;;;;;;w;p;p
f;;;f;f;;;;d;;;o;;;;;;e;;;w;p;p
;g;;;f;p;b;;;;;o;;;;;;e;;;w;p;p
f;;;;f;;;;d;;;o;;;;n;;e;;;w;p;p
;;f;;f;g;;c;g;;;;;;;;;e;;;w;p;p
f;n;;s;f;;;;;;;;e;w;;;;;;;w;p;p
;;;y;f;;;;;;v;o;p;;;;;e;;;w;p;p
;;;;f;;;;;n;v;;;w;;;;e;;y;w;p;p
f;;;;;w;;c;;;;o;;w;;;;e;;;w;p;p
f;;;;;;;;;;v;;;w;;;;e;k;y;w;p;p
;;;;f;w;;;d;;;o;;w;;;;e;;;w;p;p
;;;;f;w;;;d;;;;e;w;;;;e;;;w;p;p
;;f;s;;n;;c;;;;;;;;;;e;s;s;w;p;p
;;;;f;;;;;;s;o;p;;w;w;;t;;;w;p;p
;;b;;f;;;c;;n;;;p;;w;;;e;;;w;p;p
;;;s;;;;;;;v;o;p;;;;;e;s;s;w;p;p
;g;;y;f;p;b;c;;;;;;;;p;b;;;k;;;p
;g;;;f;;;;;;s;o;p;;w;w;;;;;w;p;p
;;;y;f;;;;;;v;o;;;w;;;e;;y;w;p;p
f;;;y;f;;;;;;v;;;w;;;;e;;y;w;p;p
f;;;;f;;;c;;;;;;h;;n;b;e;;;w;p;p
;;;;f;;;;;;s;o;p;;w;w;b;;;;w;p;p
;;;;f;;;c;d;;;;p;;;w;b;e;;;w;p;p
;g;;s;f;;;;;;;o;p;;w;w;;;;;w;p;p
;g;;s;f;;;;;;;o;;;w;w;b;;;;w;p;p
;;;;f;p;b;c;;;;o;;h;;;;e;;;w;p;p
;;;;f;;;w;;;s;o;p;;w;w;;;;;w;p;p
;;;;f;;n;;d;;;o;;;w;;;e;;s;w;p;p
f;n;;;f;;;;;;;o;e;w;;;;t;;;w;p;p
;w;;;f;;;c;;;;;p;;w;w;b;;;;w;p;p
;n;;;;w;;;;;;o;;n;;;;e;s;s;w;p;p
;;;s;f;;;;d;;;o;;k;w;w;;;;;w;p;p
;;;s;f;;;;;;v;o;;k;w;w;;;;;w;p;p
;;f;;f;;;;g;;;;p;;w;;;e;;s;w;p;p
f;n;;s;f;;;c;;;v;;;w;;;;;;;w;p;p
;;b;s;;;b;c;;n;;t;;;;;;e;;s;;p;p
;;;;f;g;;c;g;;y;o;;;;;;e;;;w;p;p
;w;;;f;;;c;;;;o;;;w;w;b;;;;w;p;p
;;;;f;h;;;;;;o;p;;w;w;;t;;;w;p;p
;w;f;;f;;;;g;;;;p;;w;w;;;;;w;p;p
;g;;;f;u;;;;;;;;;w;w;b;e;s;s;;;p
;;;s;f;;;c;d;;;;p;;;w;b;;;;w;p;p
;g;;;f;;;;d;;;;p;;;w;b;e;;;w;p;p
f;n;;y;f;;;c;;;v;;;w;;;;;;;w;p;p
;;;f;f;;n;c;d;;;o;;;w;;;;;;w;p;p
;w;;;f;;;;;;v;o;;k;w;w;;;;;w;p;p
;w;;;f;;b;;;;;o;;;w;w;b;;;;w;p;p
;w;f;;f;;;c;;;;;p;;w;w;;;;;w;p;p
;w;;;f;;;;;;;o;;;w;w;b;;;f;w;p;p
;;f;;f;g;;c;;;;o;;h;;;;e;;;w;p;p
;;;;f;;;;g;;;o;p;;w;w;;t;;;w;p;p
;w;;;f;;b;;;;;;p;;w;w;b;;;;w;p;p
f;;f;s;f;;;c;;;v;;;w;;;;;;;w;p;p
;;f;s;f;;n;;;;;o;e;;;;;t;;;w;p;p
;;;;f;;;w;;;;o;p;k;w;w;;;;;w;p;p
;n;;;f;w;n;;;;;;;;w;w;;e;s;s;;;p
;;;s;f;;;c;;;;o;;;w;w;b;;;;w;p;p
;;;s;f;;;;d;;;;p;;;w;b;e;;;w;p;p
;w;;;f;;;c;;;v;;p;;w;w;;;;;w;p;p
;;;s;f;;b;;;;;o;;;w;w;b;;;;w;p;p
f;;;;f;;;;d;;;o;;k;w;w;;;;;w;p;p
;;f;s;f;;;;g;;;;p;;w;w;;;;;w;p;p
;w;f;;f;;b;;;;;;p;;w;w;;;;;w;p;p
f;n;;;;;;c;d;;v;o;;;;;?;e;;;;p;p
;n;;s;;n;;c;;;;;;;;;;e;s;s;w;p;p
;;f;;f;;;;g;;;;p;;w;w;;;;s;w;p;p
;g;;y;f;p;b;c;;;;;;;p;;b;;;k;;;p
f;g;f;;f;;;c;;;;o;;h;;;;e;;;w;p;p
;g;;y;f;;b;c;;;;;;;p;;b;e;k;k;;;p
;w;;;f;p;;c;;;;o;p;;w;w;;;;;w;p;p
t;w;;;f;p;;c;;;;o;;;w;w;;;;;w;p;p
;w;;;f;h;;c;;;;o;p;;w;w;;;;;w;p;p
;;;s;f;p;;;g;;;o;p;;w;w;;;;;w;p;p
;;f;;f;;b;;g;n;;;p;;w;w;;;;;w;p;p
;;f;y;f;;;;;;;o;p;;w;;;e;;s;w;p;p
f;w;;f;f;;;;;;;o;p;;w;w;;;;;w;p;p
;g;;y;f;;b;c;;;;;;;;p;b;e;k;k;;;p
t;;;;f;;;c;u;;;o;p;;w;w;;;;;w;p;p
f;w;;;f;;;w;;;;o;p;;w;w;;;;;w;p;p
;w;;s;f;p;;c;;;;o;;;w;w;;;;;w;p;p
;;;;f;p;;;g;;;o;p;;w;w;;;;s;w;p;p
;;;;f;;;;;;;o;;;w;w;b;e;s;s;w;p;p
;w;f;;f;;;;;;;;p;;w;w;;e;s;;w;p;p
;;f;s;f;;;;;;s;o;p;;w;w;;;;;w;p;p
t;b;;;f;;b;c;;;;;p;;w;w;;;;;w;p;p
;;;;f;u;;;;;;o;p;;w;w;;e;s;;w;p;p
;w;;;f;p;;;;;;o;p;k;w;w;;;;;w;p;p
;;;;f;w;;c;u;;;o;p;;w;w;;;;;w;p;p
;w;;;f;;;;;;v;;p;;w;w;;e;s;;w;p;p
;;;;f;p;;;;;s;o;p;;w;w;;;;s;w;p;p
;;;s;f;p;;;;;s;o;p;;w;w;;;;;w;p;p
;;;s;f;;b;;;;;o;p;;w;w;;t;;;w;p;p
;w;f;;f;;;;;;s;o;p;;w;w;;;;;w;p;p
f;;;;f;p;;w;;;;o;p;;w;w;;;;;w;p;p
;n;;;f;;;c;d;n;;;e;w;;;;e;;;w;p;p
;;f;;f;;;;;;s;o;p;;w;w;;;;s;w;p;p
;w;f;;f;;;c;;;;o;;;w;w;;;;s;w;p;p
;w;;;f;;b;;;;;o;p;;w;w;;t;;;w;p;p
;;;;f;;;c;u;;s;o;p;;w;w;;;;;w;p;p
;n;;;;w;;c;;;;o;p;;;;;e;s;s;w;p;p
;;;s;f;p;b;;;;;o;p;;w;w;;;;;w;p;p
;w;;;f;p;b;;;;;o;p;;w;w;;;;;w;p;p
;w;;;f;p;;;;;s;o;p;;w;w;;;;;w;p;p
;;;s;f;p;;c;;;;o;p;;w;w;;;;;w;p;p
;n;;y;f;;;c;;;v;o;;;w;;;e;;;w;p;p
;;f;;f;h;;c;;;;o;p;;w;w;;;;;w;p;p
f;g;;;f;;;w;;;;o;p;;w;w;;;;;w;p;p
f;;;;f;;;;;n;;;e;;w;;?;e;k;;w;p;p
f;;;;f;;;;;n;;o;;w;w;;?;e;;;w;p;p
;;;s;f;p;;;;;;o;p;k;w;w;;;;;w;p;p
;w;f;;f;w;b;;;;;o;;;w;w;;;;;w;p;p
;;x;;f;g;b;c;;;;o;;h;;;;e;;;w;p;p
;w;;;f;p;;;g;;;o;p;;w;w;;;;;w;p;p
;n;;;f;w;;;;;v;o;;;w;w;;e;s;;w;p;p
;w;;;f;p;;;;;;o;p;;w;w;;e;s;;w;p;p
;w;;;f;p;;;;;;o;;;w;w;;e;s;s;w;p;p
;g;;;f;;;c;u;;;o;p;;w;w;b;;;;w;p;p
;;;;f;;;;;;s;o;p;;w;w;e;;s;s;w;p;p
;n;;;f;;;;g;;;o;;;w;w;;e;s;s;w;p;p
;n;;;f;w;;;;;;o;;;w;w;;e;s;s;w;p;p
;n;;;f;;;;;;s;o;;;w;w;;e;s;s;w;p;p
;;;;f;w;n;;;;;o;p;;w;;;e;s;s;w;p;p
;y;;y;f;g;b;c;;;y;o;;;;;;e;;;w;p;p
f;;;;f;g;;;;;s;o;p;;w;w;;e;;;w;p;p
;n;;;f;;n;c;d;;v;o;;;w;;;e;;;w;p;p
;n;;;f;;;c;d;n;v;o;;;w;;;e;;;w;p;p
;;;s;f;;;;;;;o;p;;w;w;e;;s;s;w;p;p
;y;;y;f;g;b;c;p;;;o;;;;;;e;;;w;p;p
f;;f;f;f;p;;c;;;;o;;h;;;;e;;;w;p;p
t;b;x;;f;;b;c;;;;;;h;w;w;;;;;w;p;p
;w;f;;f;;;;;;;o;;;w;w;;e;s;s;w;p;p
;;;y;f;;n;;;;;o;p;;w;;;e;s;s;w;p;p
f;w;;;f;;;;d;;;;p;;w;w;;e;s;;w;p;p
f;w;;;f;;;;;;;o;p;;w;w;;e;s;;w;p;p
;w;;;f;;;;;;;o;p;;w;w;e;;s;s;w;p;p
;;;;f;;;;g;;;o;p;;w;w;e;;s;s;w;p;p
;w;;;f;;n;;;;;o;p;;w;w;;e;s;;w;p;p
;;;s;f;p;;;;;;o;;;w;w;;e;s;s;w;p;p
;w;;;f;;;;;;;;p;;w;w;b;e;s;s;w;p;p
;w;;y;f;;;;;n;;;p;;w;w;;e;s;;w;p;p
;p;;;f;;;;d;;;;p;;w;w;b;e;s;s;w;p;p
t;;;s;f;;b;c;;;;;p;h;w;w;b;;;;w;p;p
t;;;;f;;;;;;v;o;p;;w;w;;e;s;s;w;p;p
;;;;f;;n;;;;s;o;p;;w;w;;e;s;s;w;p;p
f;;;f;f;;;;;;s;o;p;;w;w;;e;s;;w;p;p
t;;f;;f;;;;;;;o;p;;w;w;;e;s;s;w;p;p
;;;;f;w;n;c;;;;o;p;;w;w;;e;s;;w;p;p
;;;s;f;;;w;d;;;;p;;w;w;;e;s;s;w;p;p
;;;;f;w;;;;;;o;p;;w;w;e;e;s;s;w;p;p
f;;;;f;n;;;;;s;o;p;;w;w;;;s;s;w;p;p
f;;;;f;n;;w;;;;o;p;;w;w;;;s;s;w;p;p
;w;;s;f;;;;;;;o;;;w;w;e;e;s;s;w;p;p
;;x;;f;;;;d;;;;p;;w;w;b;e;s;s;w;p;p
;w;;;f;;;;;;;o;p;k;w;w;b;;s;s;w;p;p
f;;;f;f;p;;;;;s;o;p;;w;w;;e;;;w;p;p
;;;y;f;;n;c;;;;o;p;;w;w;;e;s;;w;p;p
;;;s;f;;n;;;;;o;p;;w;w;;e;s;s;w;p;p
f;g;;;f;;;w;d;;;;p;;w;w;;e;s;s;w;p;p
f;g;;s;f;;;;d;;;;p;;w;w;;e;s;s;w;p;p
;;;s;f;g;b;;;;v;;p;;w;w;;e;s;s;w;p;p
f;;;s;f;p;;;d;;;;p;;w;w;;e;s;s;w;p;p
t;n;;;f;;;c;;;;o;p;;w;w;;e;s;s;w;p;p
;;;s;f;n;;;;;;o;p;k;w;w;b;;s;s;w;p;p
;n;;y;f;;;c;;;;o;p;;w;w;;e;s;s;w;p;p
t;w;;;f;;;c;;;;o;;;w;w;e;e;s;s;w;p;p
;w;x;;f;;;w;d;;;o;;k;w;w;;;s;s;w;p;p
;;;f;f;;n;;;;;o;p;k;w;w;b;;s;s;w;p;p
;;;f;f;;n;;d;;;o;p;k;w;w;;;s;s;w;p;p
t;;;;f;;;c;;;;o;p;;w;w;e;e;s;s;w;p;p
f;;;s;f;g;;;d;;;;p;;w;w;;e;s;s;w;p;p
;;;y;f;p;;c;;;;o;p;;w;w;;e;s;s;w;p;p
;w;x;;f;;;w;d;;;;p;;w;w;;e;s;s;w;p;p
;;;f;f;u;n;;;;;o;p;n;w;w;b;;s;s;w;p;p
;;;f;f;;n;c;;;v;o;p;;w;w;b;;s;s;w;p;p
;;;f;f;;n;c;;;;o;p;n;w;w;b;;s;s;w;p;p
;;;f;f;u;n;;;;v;o;p;;w;w;b;;s;s;w;p;p
t;b;;;f;;b;c;;;v;t;;;w;w;;e;s;s;w;p;p
;;;;f;g;b;;;n;v;t;p;;w;w;;e;s;s;w;p;p
t;;;;f;g;b;c;;;v;;p;;w;w;;e;s;s;w;p;p
;;;f;f;u;n;;d;;;o;p;;w;w;b;;s;s;w;p;p
t;;;s;f;;b;c;m;;;t;p;;w;w;;e;s;s;w;p;p
t;;;y;f;;b;c;m;;v;;p;;w;w;;e;s;s;w;p;p
t;;b;s;f;;b;c;;;v;;p;;w;w;;e;s;s;w;p;p
t;;;s;f;;b;c;g;;;t;p;;w;w;;e;s;s;w;p;p
t;;;;f;;b;c;m;;v;;p;;w;w;b;e;s;s;w;p;p
t;;;;f;;b;c;;n;v;t;p;r;w;w;b;e;s;s;w;p;p
